ProductID,Product Name,Meta Cluster Category,Individual Rating,Avg_Rating,Rating_Count,Original Categories
AVpfl8cLLJeJML43AE3S,"Amazon - Amazon Tap Portable Bluetooth and Wi-Fi Speaker - Black,,,
Amazon - Amazon Tap Portable Bluetooth and Wi-Fi Speaker - Black,,,",Other Electronics (Streaming),5.0,4.473684210526316,38,[]
AVpfl8cLLJeJML43AE3S,"Coconut Water Red Tea 16.5 Oz (pack of 12),,,
Amazon Fire Tv,,,",Kids/Entry-Level Tablets,5.0,4.545454545454546,11,[]
AVpfl8cLLJeJML43AE3S,"Amazon Fire Tv,,,
Amazon Fire Tv,,,",Kids/Entry-Level Tablets,5.0,4.545454545454546,11,[]
AVpfl8cLLJeJML43AE3S,"Amazon Fire Tv,,,
Kindle Dx Leather Cover, Black (fits 9.7 Display, Latest and 2nd Generation Kindle Dxs)"",,",Other Electronics (Streaming),5.0,4.473684210526316,38,[]
AVpfl8cLLJeJML43AE3S,"Kindle Dx Leather Cover, Black (fits 9.7 Display, Latest and 2nd Generation Kindle Dxs),,",Other Electronics (Streaming),5.0,4.473684210526316,38,[]
AVpfl8cLLJeJML43AE3S,"Amazon Kindle Fire 5ft USB to Micro-USB Cable (works with most Micro-USB Tablets),,,
Amazon Kindle Fire 5ft USB to Micro-USB Cable (works with most Micro-USB Tablets),,,",Accessories (Covers/Power),4.0,4.5,10,[]
AVpfl8cLLJeJML43AE3S,"New Amazon Kindle Fire Hd 9w Powerfast Adapter Charger + Micro Usb Angle Cable,,,
New Amazon Kindle Fire Hd 9w Powerfast Adapter Charger + Micro Usb Angle Cable,,,",Accessories (Covers/Power),5.0,4.5,10,[]
AVpfl8cLLJeJML43AE3S,"New Amazon Kindle Fire Hd 9w Powerfast Adapter Charger + Micro Usb Angle Cable,,,
",Accessories (Covers/Power),5.0,4.5,10,[]
AVqVGZNvQMlgsOJE6eUY,"Amazon Kindle E-Reader 6"" Wifi (8th Generation, 2016)",Other Electronics (Streaming),3.0,4.473684210526316,38,[]
AWFUWc8THh53nbDRF6YO,"Amazon Echo Show Alexa-enabled Bluetooth Speaker with 7"" Screen",Power & Batteries,5.0,4.714285714285714,14,[]
AV-XeQLWuC1rwyj_gbP5,Amazon Fire TV with 4K Ultra HD and Alexa Voice Remote (Pendant Design) | Streaming Media Player,Kids/Entry-Level Tablets,5.0,4.545454545454546,11,[]
AWMjT0WguC1rwyj_rFh3,Amazon - Echo Plus w/ Built-In Hub - Silver,Power & Batteries,5.0,4.714285714285714,14,[]
AVpfIfGA1cnluZ0-emyp,Amazon 9W PowerFast Official OEM USB Charger and Power Adapter for Fire Tablets and Kindle eReaders,Accessories (Covers/Power),5.0,4.5,10,[]
AVph0EeEilAPnD_x9myq,"Fire Kids Edition Tablet, 7 Display, Wi-Fi, 16 GB, Blue Kid-Proof Case",Ebook Readers (Secondary),4.0,4.555555555555555,36,[]
AVqVGZSEQMlgsOJE6eUc,"Kindle E-reader - White, 6 Glare-Free Touchscreen Display, Wi-Fi - Includes Special Offers",Ebook Readers (Primary),5.0,4.75,16,[]
AVpgdkC8ilAPnD_xsvyi,"Fire Tablet, 7 Display, Wi-Fi, 16 GB - Includes Special Offers, Black",Ebook Readers (Secondary),5.0,4.555555555555555,36,[]
AVqkIhkhv8e3D1O-lebZ,"All-New Fire HD 8 Tablet, 8 HD Display, Wi-Fi, 16 GB - Includes Special Offers, Blue",Ebook Readers (Secondary),4.0,4.555555555555555,36,[]
AVqkIh9HQMlgsOJE6fu_,"All-New Fire HD 8 Tablet, 8 HD Display, Wi-Fi, 32 GB - Includes Special Offers, Blue",Ebook Readers (Secondary),1.0,4.555555555555555,36,[]
AVpfpK8KLJeJML43BCuD,Amazon Tap - Alexa-Enabled Portable Bluetooth Speaker,Other Electronics (Streaming),5.0,4.473684210526316,38,[]
AVpidLjVilAPnD_xEVpI,"Fire HD 10 Tablet, 10.1 HD Display, Wi-Fi, 16 GB - Includes Special Offers, Silver Aluminum",Ebook Readers (Secondary),5.0,4.555555555555555,36,[]
AVqVGZO3nnc1JgDc3jGK,"Kindle Oasis E-reader with Leather Charging Cover - Merlot, 6 High-Resolution Display (300 ppi), Wi-Fi - Includes Special Offers",Ebook Readers (Primary),5.0,4.75,16,[]
AVphPmHuilAPnD_x3E5h,"Amazon - Kindle Voyage - 6"" - 4GB - Black",Other Electronics (Streaming),5.0,4.473684210526316,38,[]
AVqkIhwDv8e3D1O-lebb,"All-New Fire HD 8 Tablet, 8"" HD Display, Wi-Fi, 16 GB - Includes Special Offers, Magenta",Ebook Readers (Secondary),4.0,4.555555555555555,36,[]
AVpjEN4jLJeJML43rpUe,"Brand New Amazon Kindle Fire 16gb 7"" Ips Display Tablet Wifi 16 Gb Blue",Ebook Readers (Secondary),5.0,4.555555555555555,36,[]
AVpftoij1cnluZ0-p5n2,Amazon - Kindle Voyage - 4GB - Wi-Fi + 3G - Black,Other Electronics (Streaming),5.0,4.473684210526316,38,[]
AVqkIj9snnc1JgDc3khU,"Fire HD 8 Tablet with Alexa, 8"" HD Display, 32 GB, Tangerine - with Special Offers",Ebook Readers (Secondary),4.0,4.555555555555555,36,[]
AVqVGZN9QMlgsOJE6eUZ,"Kindle Oasis E-reader with Leather Charging Cover - Black, 6"" High-Resolution Display (300 ppi), Wi-Fi - Includes Special Offers",Ebook Readers (Primary),5.0,4.75,16,[]
AVqkIh8WQMlgsOJE6fu-,"All-New Fire HD 8 Tablet, 8"" HD Display, Wi-Fi, 32 GB - Includes Special Offers, Black",Ebook Readers (Secondary),5.0,4.555555555555555,36,[]
AVqkIiKWnnc1JgDc3khH,"All-New Fire HD 8 Tablet, 8"" HD Display, Wi-Fi, 32 GB - Includes Special Offers, Magenta",Ebook Readers (Secondary),4.0,4.555555555555555,36,[]
AVqkIdZiv8e3D1O-leaJ,"Fire Tablet with Alexa, 7"" Display, 16 GB, Magenta - with Special Offers",Ebook Readers (Secondary),4.0,4.555555555555555,36,[]
AVpgNzjwLJeJML43Kpxn,AmazonBasics AAA Performance Alkaline Batteries (36 Count),Other Electronics (Streaming),3.0,4.473684210526316,38,[]
AVpe7nGV1cnluZ0-aG2o,AmazonBasics Nylon CD/DVD Binder (400 Capacity),Other Electronics (Streaming),5.0,4.473684210526316,38,[]
AVpfl8cLLJeJML43AE3S,Amazon Echo – White,Power & Batteries,5.0,4.714285714285714,14,[]
AWK8z0pOIwln0LfXlSxH,Amazon Echo Show - Black,Power & Batteries,5.0,4.714285714285714,14,[]
AWYAV-i9Iwln0LfXqrUq,Echo Spot Pair Kit (Black),Power & Batteries,4.0,4.714285714285714,14,[]
AWFFfd9KIwln0LfXiOe0,Fire TV Stick Streaming Media Player Pair Kit,Kids/Entry-Level Tablets,5.0,4.545454545454546,11,[]
AVpe7xlELJeJML43ypLz,AmazonBasics AA Performance Alkaline Batteries (48 Count) - Packaging May Vary,Other Electronics (Streaming),4.0,4.473684210526316,38,[]
AVphC37X1cnluZ0-9mbp,AmazonBasics Ventilated Adjustable Laptop Stand,Other Electronics (Streaming),5.0,4.473684210526316,38,[]
AVpf68A5ilAPnD_xkjSq,AmazonBasics Backpack for Laptops up to 17-inches,Other Electronics (Streaming),4.0,4.473684210526316,38,[]
AVpe6nyKLJeJML43yOe2,AmazonBasics 11.6-Inch Laptop Sleeve,Other Electronics (Streaming),3.0,4.473684210526316,38,[]
AVpflnS7ilAPnD_xehxE,AmazonBasics 15.6-Inch Laptop and Tablet Bag,Other Electronics (Streaming),4.0,4.473684210526316,38,[]
AVpfzuRNilAPnD_xipqB,AmazonBasics External Hard Drive Case,Other Electronics (Streaming),5.0,4.473684210526316,38,[]
AVpfhcniLJeJML43-t4G,Expanding Accordion File Folder Plastic Portable Document Organizer Letter Size,Other Electronics (Streaming),5.0,4.473684210526316,38,[]
AWdDioCIHh53nbDRScLV,Cat Litter Box Covered Tray Kitten Extra Large Enclosed Hooded Hidden Toilet,Other Electronics (Streaming),5.0,4.473684210526316,38,[]
AVpgyLH7ilAPnD_xxQ07,Kindle PowerFast International Charging Kit (for accelerated charging in over 200 countries),Other Electronics (Streaming),5.0,4.473684210526316,38,[]
AV2ElNnuvKc47QAVouhY,AmazonBasics Silicone Hot Handle Cover/Holder - Red,Other Electronics (Streaming),4.0,4.473684210526316,38,[]
AVpfv-vJilAPnD_xhk-O,Amazon Kindle Charger Power Adapter Wall Charger And Usb Cable Micro Usb Cord,Accessories (Covers/Power),5.0,4.5,10,[]
AVzvXXXN-jtxr-f3z35Q,Amazon Echo (1st Generationcertified) Color:White Free Shipping,Power & Batteries,5.0,4.714285714285714,14,[]
AVpfpK8KLJeJML43BCuD,Amazon Tap Smart Assistant Alexaenabled (black) Brand New,Power & Batteries,5.0,4.714285714285714,14,[]
AVqVGZNvQMlgsOJE6eUY,"All-New Kindle E-reader - Black, 6"" Glare-Free Touchscreen Display, Wi-Fi - Includes Special Offers",Ebook Readers (Primary),4.0,4.75,16,[]
AVpgjNRkilAPnD_xuALS,AmazonBasics USB 3.0 Cable - A-Male to B-Male - 6 Feet (1.8 Meters),Other Electronics (Streaming),5.0,4.473684210526316,38,[]
AVzvV7FHglJLPUi8GzhD,"Two Door Top Load Pet Kennel Travel Crate Dog Cat Pet Cage Carrier Box Tray 23""",Other Electronics (Streaming),5.0,4.473684210526316,38,[]
AVpe7JuRilAPnD_xQ_M6,Oem Amazon Kindle Power Usb Adapter Wall Travel Charger Fire/dx/+micro Usb Cable,Accessories (Covers/Power),1.0,4.5,10,[]
AVpgEm3DLJeJML43Id7b,AmazonBasics 16-Gauge Speaker Wire - 100 Feet,Other Electronics (Streaming),5.0,4.473684210526316,38,[]
AWMjXUGdHh53nbDRJ9LA,Amazon Echo (2nd Generation) Smart Assistant Oak Finish Priority Shipping,Power & Batteries,4.0,4.714285714285714,14,[]
AVphPmHuilAPnD_x3E5h,"Kindle Voyage E-reader, 6 High-Resolution Display (300 ppi) with Adaptive Built-in Light, PagePress Sensors, Wi-Fi - Includes Special Offers",Ebook Readers (Primary),5.0,4.75,16,[]
AVpiZQ8r1cnluZ0-M3MN,AmazonBasics Nespresso Pod Storage Drawer - 50 Capsule Capacity,Other Electronics (Streaming),5.0,4.473684210526316,38,[]
AWdDlIX9Hh53nbDRSc-U,Certified Refurbished Amazon Echo,Power & Batteries,5.0,4.714285714285714,14,[]
AWMjN1SSIwln0LfXmWs7,"All-new Echo (2nd Generation) with improved sound, powered by Dolby, and a new design Walnut Finish",Power & Batteries,5.0,4.714285714285714,14,[]
AVqVGWQDv8e3D1O-ldFr,"All-New Fire HD 8 Tablet, 8 HD Display, Wi-Fi, 16 GB - Includes Special Offers, Black",Ebook Readers (Secondary),5.0,4.555555555555555,36,[]
AVpfw2hvilAPnD_xh0rH,"Fire Kids Edition Tablet, 7 Display, Wi-Fi, 16 GB, Pink Kid-Proof Case",Ebook Readers (Secondary),5.0,4.555555555555555,36,[]
AVqkIh8WQMlgsOJE6fu-,"All-New Fire HD 8 Tablet, 8 HD Display, Wi-Fi, 32 GB - Includes Special Offers, Black",Ebook Readers (Secondary),5.0,4.555555555555555,36,[]
AVqVGZN9QMlgsOJE6eUZ,"Kindle Oasis E-reader with Leather Charging Cover - Black, 6 High-Resolution Display (300 ppi), Wi-Fi - Includes Special Offers",Ebook Readers (Primary),5.0,4.75,16,[]
AVpftoij1cnluZ0-p5n2,"Kindle Voyage E-reader, 6 High-Resolution Display (300 ppi) with Adaptive Built-in Light, PagePress Sensors, Free 3G + Wi-Fi - Includes Special Offers",Ebook Readers (Primary),5.0,4.75,16,[]
AVzYlGnuGV-KLJ3abPUD,"All-New Fire 7 Tablet with Alexa, 7"" Display, 8 GB - Marine Blue",Ebook Readers (Secondary),5.0,4.555555555555555,36,[]
AVzYlGj3vKc47QAVeZRH,"Amazon Fire HD 8 with Alexa (8"" HD Display Tablet)",Ebook Readers (Secondary),4.0,4.555555555555555,36,[]
AVpe5Q3sLJeJML43xt5X,AmazonBasics Single-Door Folding Metal Dog Crate - Large (42x28x30 Inches),Other Electronics (Streaming),5.0,4.473684210526316,38,[]
AV-ETMhgYSSHbkXwpNb9,"All-New Kindle Oasis E-reader - 7 High-Resolution Display (300 ppi), Waterproof, Built-In Audible, 32 GB, Wi-Fi + Free Cellular Connectivity",Ebook Readers (Primary),5.0,4.75,16,[]
AVpfTWGdLJeJML436ocu,AmazonBasics Double-Door Folding Metal Dog Crate - Medium (36x23x25 Inches),Other Electronics (Streaming),4.0,4.473684210526316,38,[]
AVwjfXqqQMlgsOJE8qmm,"All-New Fire HD 8 Kids Edition Tablet, 8 HD Display, 32 GB, Pink Kid-Proof Case",Ebook Readers (Secondary),5.0,4.555555555555555,36,[]
AVwjfXp4QMlgsOJE8qmk,"All-New Fire HD 8 Kids Edition Tablet, 8 HD Display, 32 GB, Blue Kid-Proof Case",Ebook Readers (Secondary),5.0,4.555555555555555,36,[]
AVzYlGkFvKc47QAVeZRI,"All-New Fire HD 8 Tablet with Alexa, 8 HD Display, 16 GB, Marine Blue - with Special Offers",Ebook Readers (Secondary),5.0,4.555555555555555,36,[]
AVzNj1Y0GV-KLJ3aarCo,"All-New Fire HD 8 Tablet with Alexa, 8 HD Display, 32 GB, Marine Blue - with Special Offers",Ebook Readers (Secondary),5.0,4.555555555555555,36,[]
AVqkIdZiv8e3D1O-leaJ,"Fire Tablet with Alexa, 7 Display, 16 GB, Magenta - with Special Offers",Ebook Readers (Secondary),5.0,4.555555555555555,36,[]
AVzoFq6UvKc47QAVe9NB,Echo Dot (Previous generation),Power & Batteries,4.0,4.714285714285714,14,[]
AVpjEN4jLJeJML43rpUe,"Fire Tablet with Alexa, 7 Display, 16 GB, Blue - with Special Offers",Ebook Readers (Secondary),5.0,4.555555555555555,36,[]
AVqVGZQBQMlgsOJE6eUb,"Kindle Oasis E-reader with Leather Charging Cover - Walnut, 6 High-Resolution Display (300 ppi), Wi-Fi - Includes Special Offers",Ebook Readers (Primary),5.0,4.75,16,[]
AV-EVZITKZqtpbFMSoqc,"All-New Kindle Oasis E-reader - 7 High-Resolution Display (300 ppi), Waterproof, Built-In Audible, 8 GB, Wi-Fi - Includes Special Offers",Ebook Readers (Primary),5.0,4.75,16,[]
AVqkIj9snnc1JgDc3khU,"Fire HD 8 Tablet with Alexa, 8 HD Display, 32 GB, Tangerine - with Special Offers",Ebook Readers (Secondary),5.0,4.555555555555555,36,[]
AVpi6NtY1cnluZ0-RuRs,Amazon Fire TV Gaming Edition Streaming Media Player,Kids/Entry-Level Tablets,5.0,4.545454545454546,11,[]
AVzvXXwEvKc47QAVfRhx,Certified Refurbished Amazon Fire TV with Alexa Voice Remote,Kids/Entry-Level Tablets,1.0,4.545454545454546,11,[]
AWP6zKOtIwln0LfXnf2p,"All-New Kindle Oasis E-reader - 7 High-Resolution Display (300 ppi), Waterproof, Built-In Audible, 32 GB, Wi-Fi - Includes Special Offers",Ebook Readers (Primary),5.0,4.75,16,[]
AVpiGyzGLJeJML43iUdJ,AmazonBasics Bluetooth Keyboard for Android Devices - Black,Other Electronics (Streaming),4.0,4.473684210526316,38,[]
AVpf2cQm1cnluZ0-sb5y,Amazon Kindle Replacement Power Adapter (Fits Latest Generation Kindle and Kindle DX) For shipment in the U.S only,Other Electronics (Streaming),5.0,4.473684210526316,38,[]
AVqkIhxunnc1JgDc3kg_,"Fire HD 8 Tablet with Alexa, 8 HD Display, 16 GB, Tangerine - with Special Offers",Ebook Readers (Secondary),5.0,4.555555555555555,36,[]
